Ticker,n_fast,n_slow,Train_Return[%],Train_Sharpe,Train_MaxDD[%],Train_Trades,Test_Return[%],Test_Sharpe,Test_MaxDD[%],Test_Trades
AXP,30,200,51.11596187659707,0.11457702384849913,-60.41667386792506,31,94.57345615015555,0.4641529277918039,-28.35700723652502,15
AXP,50,100,72.63900835724162,0.14496455858582746,-54.0666440526448,44,83.68397761280953,0.3926575548208488,-28.172786300725548,19
AXP,50,150,14.962673212535355,0.03882533137840384,-60.40588195729342,32,46.415861122710666,0.27866336297047695,-36.329556247744236,15
AXP,50,200,-3.4191841298226064,-0.009518092943701479,-65.81264360657124,26,89.48110176278973,0.4562268887516174,-29.195077760332143,10
AXP,100,150,0.489233920628576,0.0013251219513803153,-61.1195247550133,32,75.36291850117955,0.40582493443459516,-27.85680563299312,14
AXP,100,200,58.72939371078024,0.12126628437663227,-60.09377039802442,24,157.03941735661942,0.6433396255354661,-22.40788265384104,9
AXP,150,200,200.8915460326355,0.31545270101977113,-47.116418280830096,30,47.1630953356351,0.2374147149180626,-41.96026579956714,9
BAC,5,10,-98.84065887236837,-0.988589345800607,-99.0246184269936,441,-81.19586385864577,-1.3622870663485571,-82.90366726138141,183
BAC,5,20,-98.52948003822345,-0.9208145811008251,-98.87447773293118,266,-84.96766679328363,-1.5979333010710373,-85.68315256051469,109
BAC,5,30,-96.37986544357214,-0.7403984662482458,-97.26220201827334,200,-71.56329078937307,-1.0014471708492758,-75.08502577340887,79
BAC,5,50,-93.59774518056649,-0.5845922839736223,-94.74546012305296,156,-61.45495099956699,-0.7372932962064325,-66.0781129502578,61
BAC,5,100,-69.92649472552871,-0.2612363196382886,-82.67880282277586,96,-43.51797298750135,-0.45404437806686204,-51.533503962767846,40
BAC,5,150,-85.09726692856908,-0.4456077996412689,-90.55441828898942,84,-18.828769399709792,-0.16740860458398563,-38.45347920547349,28
BAC,5,200,-71.31665682416056,-0.2996449555739982,-82.64765464373218,65,-16.397717515235747,-0.14818123929847576,-39.57407126828733,26
BAC,10,20,-96.1248665956408,-0.6737869171461801,-97.40803767220734,229,-76.58894473145156,-1.1593874726136355,-79.37577551153738,89
BAC,10,30,-95.45720041097387,-0.6364525405507332,-97.01584501781095,169,-50.215862187936445,-0.5246164430923379,-60.217753755428916,61
BAC,10,50,-91.68349978364962,-0.5013787291093917,-94.29381638067152,115,-37.35132212423451,-0.34619657896392597,-46.123771424127014,46
BAC,10,100,-54.78566950006919,-0.16570475890269354,-78.22341281180604,72,-19.650356432986037,-0.16730851867641122,-46.72366580148747,29
BAC,10,150,-38.06732888506805,-0.10533249959783397,-70.508227020241,59,-4.0882644916731445,-0.03110152692608621,-40.753979238938484,25
