Ticker,year,Return[%],Sharpe,MaxDD[%],Trades
UNH,2019,31.95331996067964,1.5191146706846403,-12.85250619812286,1
UNH,2020,13.08913703517237,0.5956930532884115,-8.810462891720494,1
UNH,2021,40.30913178441562,1.7114020958477942,-8.923759627902184,2
UNH,2022,14.099689748663078,0.6256079322525684,-10.244380774693562,2
UNH,2023,4.592165599134969,0.2598636579661496,-11.45419926934097,2
UNH,2024,2.718797266732308,0.12745605079993655,-21.53394731873911,0
UPS,2018,-13.654917771032524,-0.8753995635079386,-27.2346531136353,2
UPS,2019,7.552944750230235,0.3699045623167127,-14.211721581199644,1
UPS,2020,23.527847470620365,0.9660259931677967,-11.67901712304974,0
UPS,2021,41.540549280947594,1.2399738100888382,-13.941185635952468,1
UPS,2022,-12.825224434238134,-0.5164766001142099,-25.978365452271156,1
UPS,2023,2.491965826969208,0.11327816159457099,-24.72788649223656,2
UPS,2024,-5.213798790638703,-0.45017011062220635,-10.769700472413746,1
WFC,2018,-19.19880751246591,-1.8211972382473502,-22.716255354282655,1
WFC,2019,22.45635330173285,1.5847083218159908,-5.692844671389208,0
WFC,2020,28.07270598621366,0.8945014870609121,-17.745921666473475,0
WFC,2021,59.101636891047384,1.17042835798909,-15.0480902105394,0
WFC,2022,-8.907269855998749,-0.5587216033972594,-15.14172835380634,0
WFC,2023,13.933281846031115,0.848173024459332,-11.564580078823717,0
WFC,2024,64.59867979666178,1.5596270005337598,-11.764709476056545,1
WMT,2018,5.4786501021618825,0.32814636954197557,-18.24018591749318,0
WMT,2019,14.556789289418248,0.9084351902793117,-8.036667827383159,1
WMT,2020,17.6806608194044,0.49043884536099497,-13.130052551628967,1
WMT,2021,3.8656738489523375,0.32686005206018537,-10.532207269791606,0
WMT,2022,-7.559492182245867,-0.3592922531286315,-25.22457371740622,1
WMT,2023,9.276359184984393,0.5518607452560409,-10.812762173705181,0
WMT,2024,64.69227734376771,2.419610492574501,-5.375439191235909,1
XOM,2018,-14.82904584123655,-1.1301255577305864,-23.556259614430665,1
XOM,2019,12.687456247055144,0.6951590607127158,-14.14942134769862,1
XOM,2020,-10.466018267848412,-0.3751971123950204,-33.15838731868871,0
XOM,2021,49.168456608446505,1.1950213242597576,-10.864274717105571,1
XOM,2022,59.79221275940938,1.1526650316700537,-19.97393193685417,1
XOM,2023,-2.0398316681192954,-0.14123602790555345,-17.566786115624854,1
XOM,2024,2.7379881956402823,0.15027513908519882,-16.9087092110356,1
